Percentage served,Time in ms
0,2004.988
1,2004.988
2,2004.988
3,2004.988
4,2004.988
5,2005.104
6,2005.104
7,2005.104
8,2005.104
9,2005.104
10,2005.104
11,2005.104
12,2005.104
13,2005.104
14,2005.104
15,2005.109
16,2005.109
17,2005.109
18,2005.109
19,2005.109
20,2005.109
21,2005.109
22,2005.109
23,2005.109
24,2005.109
25,2005.214
26,2005.214
27,2005.214
28,2005.214
29,2005.214
30,2005.214
31,2005.214
32,2005.214
33,2005.214
34,2005.214
35,2005.244
36,2005.244
37,2005.244
38,2005.244
39,2005.244
40,2005.244
41,2005.244
42,2005.244
43,2005.244
44,2005.244
45,2005.270
46,2005.270
47,2005.270
48,2005.270
49,2005.270
50,2005.270
51,2005.270
52,2005.270
53,2005.270
54,2005.270
55,2005.317
56,2005.317
57,2005.317
58,2005.317
59,2005.317
60,2005.317
61,2005.317
62,2005.317
63,2005.317
64,2005.317
65,2005.441
66,2005.441
67,2005.441
68,2005.441
69,2005.441
70,2005.441
71,2005.441
72,2005.441
73,2005.441
74,2005.441
75,2005.552
76,2005.552
77,2005.552
78,2005.552
79,2005.552
80,2005.552
81,2005.552
82,2005.552
83,2005.552
84,2005.552
85,2006.339
86,2006.339
87,2006.339
88,2006.339
89,2006.339
90,2006.339
91,2006.339
92,2006.339
93,2006.339
94,2006.339
95,0.000
96,0.000
97,0.000
98,0.000
99,0.000
100,2006.339
