10,2.001,2.002,0.0009999999999998899,2.001,0.0,2.005,2.006,0.0009999999999998899,2.004,0.0009999999999998899
20,2.007,2.008,0.0009999999999998899,2.006,0.001000000000000334,2.007,2.008,0.0009999999999998899,2.006,0.001000000000000334
30,2.007,2.009,0.0019999999999997797,2.005,0.002000000000000224,2.006,2.007,0.001000000000000334,2.004,0.0019999999999997797
40,2.008,2.01,0.0019999999999997797,2.004,0.0040000000000000036,2.005,2.009,0.0040000000000000036,2.004,0.0009999999999998899
